base_id,base_key,latitude,longitude,poi_Transportation Facilities,poi_Leisure & Entertainment,poi_Companies & Enterprises,poi_Healthcare,poi_Commercial & Residential,poi_Tourist Attractions,poi_Automotive,poi_Life Services,poi_Science & Education & Culture,poi_Shopping & Consumer Goods,poi_Sports & Fitness,poi_Hotels & Accommodations,poi_Financial Institutions,poi_Dining & Cuisine
1557,Base_3610000C0263,31.13842201,121.42923737,24,4,9,4,12,0,5,36,21,64,4,0,2,28
1558,Base_3610000C0281,31.11081696,121.37355804,54,14,52,38,28,1,6,110,56,293,18,11,33,185
1559,Base_3610000C0282,31.11046791,121.37733459,30,8,39,16,15,1,1,93,27,104,4,20,7,125
1560,Base_3610000C0283,31.10497475,121.37047577,18,3,27,8,25,13,0,65,16,70,6,8,13,52
1561,Base_3610000C0291,31.10959053,121.44934845,4,1,27,0,3,0,6,4,2,6,1,2,0,3
1562,Base_3610000C0292,31.10553551,121.48784637,1,0,9,0,10,0,2,4,8,4,2,0,0,1
1563,Base_3610000C0293,31.10601425,121.44831848,8,3,19,0,0,0,4,4,1,1,1,1,0,1
1564,Base_3610000C02A1,31.08088493,121.40752411,7,5,2,2,5,1,13,21,3,6,2,14,0,27
1565,Base_3610000C02A2,31.07097244,121.40981293,5,0,34,0,4,0,9,3,1,12,2,0,1,0
1566,Base_3610000C02A3,31.07125092,121.40219879,26,17,11,5,8,0,26,89,52,296,16,4,2,114
1567,Base_3610000C02B1,31.05222511,121.47470093,1,0,3,0,0,0,2,1,0,0,0,0,0,0
1568,Base_3610000C02B2,31.03661346,121.48188782,0,0,0,0,0,3,0,6,0,0,2,0,0,4
1569,Base_3610000C02B3,31.03998184,121.46416473,10,1,4,6,3,0,3,24,5,46,1,0,5,19
1570,Base_3610000C02C1,31.01807785,121.41507721,24,5,13,9,5,1,7,44,12,110,10,2,1,52
1571,Base_3610000C02C2,31.01086617,121.42401886,7,2,6,7,3,1,3,21,3,22,5,0,1,6
1572,Base_3610000C02C3,31.01243019,121.41520691,6,1,14,12,10,0,3,52,8,65,2,6,6,29
1573,Base_3610000C02D1,31.00323486,121.37865448,4,0,26,0,3,0,2,6,3,8,0,0,4,0
1574,Base_3610000C02D2,30.99962807,121.38443756,3,0,10,0,1,0,1,2,0,2,0,0,0,0
1575,Base_3610000C02D3,30.99764252,121.37406921,3,0,12,0,1,0,0,3,0,5,0,1,0,3
1576,Base_3610000C02E1,31.15934372,121.1155777,19,0,36,13,14,1,7,64,6,208,0,3,0,65
1577,Base_3610000C02E2,31.15618324,121.12103271,12,1,14,6,7,0,4,43,5,45,3,2,1,9
1578,Base_3610000C02E3,31.15424538,121.11247253,23,3,20,31,22,0,3,83,14,169,9,8,5,83
1579,Base_3610000C0321,31.1583271,121.29740143,4,0,4,0,2,1,1,10,1,9,1,2,0,2
1580,Base_3610000C0322,31.15534973,121.30149078,7,1,0,0,4,0,1,6,3,4,2,4,0,0
1581,Base_3610000C0323,31.15578079,121.29090881,2,0,1,1,2,0,2,4,2,5,0,0,0,1
1582,Base_3610000C0331,31.14992523,121.108284,29,17,27,40,22,5,5,103,19,368,7,11,26,128
1583,Base_3610000C0332,31.14808846,121.1102066,35,8,25,31,20,4,8,104,30,327,10,8,20,103
1584,Base_3610000C0333,31.1475811,121.10406494,15,5,14,11,13,1,1,54,11,87,1,5,10,63
1585,Base_3610000C0351,31.03382301,121.2057724,24,10,12,20,4,2,7,77,20,61,6,4,2,64
1586,Base_3610000C0353,31.2716713,121.38977814,20,1,11,4,11,1,16,28,22,47,3,1,3,33
1587,Base_3610000C0361,31.12033081,121.37849426,9,0,4,1,12,0,10,27,3,27,3,1,0,16
1588,Base_3610000C0362,31.11736298,121.38127899,27,3,82,5,10,2,4,51,23,20,1,2,12,33
1589,Base_3610000C0363,31.11364174,121.3768692,32,1,27,13,18,3,4,48,26,37,0,5,6,25
1590,Base_3610000C0371,31.10973358,121.36871338,40,4,18,52,18,2,4,56,24,86,3,7,32,71
1591,Base_3610000C0372,31.10475349,121.37100983,13,2,25,7,22,12,0,56,12,67,6,4,9,54
1592,Base_3610000C0373,31.10309029,121.36628723,2,0,12,0,9,10,5,14,3,10,1,2,1,2
1593,Base_3610000C0391,31.12464333,121.38831329,25,2,15,6,13,0,3,42,19,46,7,5,3,39
1594,Base_3610000C0392,31.12842369,121.39232635,12,1,5,4,6,1,10,15,9,15,0,0,0,3
1595,Base_3610000C0393,31.12440491,121.39682007,20,0,4,19,14,0,8,52,9,98,0,1,2,42
1596,Base_3610000C03A1,31.13576317,121.38341522,21,4,7,15,15,3,2,23,7,30,3,0,0,18
1597,Base_3610000C03A2,31.12982368,121.39250183,21,4,42,6,6,1,5,12,3,20,0,3,4,9
1598,Base_3610000C03A3,31.13399506,121.38278198,19,2,5,12,22,3,2,26,10,36,1,2,2,13
1599,Base_3610000C03B1,31.00909042,121.21677399,34,3,9,34,11,7,1,41,17,69,0,5,0,82
1600,Base_3610000C03B2,31.11509514,121.16898346,0,1,0,1,0,0,0,0,3,1,0,0,0,5
1601,Base_3610000C03B3,31.13052177,121.40255737,11,0,1,8,8,2,2,69,11,62,3,4,2,38
1602,Base_3610000C03C1,31.07017136,121.45587921,4,0,18,0,1,0,1,2,4,2,3,0,0,4
1603,Base_3610000C03C2,31.06331062,121.45838928,5,0,23,0,3,0,12,10,10,24,1,0,0,2
1604,Base_3610000C03C3,31.06255531,121.44721222,2,0,42,0,2,0,5,6,1,5,0,0,0,7
1605,Base_3610000C03F1,31.03103638,121.21534729,7,0,4,0,6,0,1,5,0,2,2,0,0,0
1606,Base_3610000C03F2,31.02648163,121.22055817,14,2,0,7,7,0,2,22,11,54,0,3,1,13
1607,Base_3610000C03F3,31.02565193,121.21464539,11,0,3,11,4,0,7,13,5,12,0,2,2,4
1608,Base_3610000C0401,31.11987114,121.21162415,2,1,3,0,1,0,0,0,0,4,0,0,0,0
1609,Base_3610000C0402,31.11418724,121.20227051,0,0,3,0,1,0,0,0,0,0,0,0,0,0
1610,Base_3610000C0403,31.11794281,121.19443512,1,0,32,0,2,0,0,2,0,2,0,0,0,1
1611,Base_3610000C0411,31.10758972,121.04881287,11,1,3,7,9,14,2,70,9,146,1,88,1,100
1612,Base_3610000C0412,31.10447693,121.05264282,2,1,10,0,0,1,3,12,3,13,0,5,0,3
1613,Base_3610000C0413,31.10254669,121.04658508,10,0,2,0,0,1,0,6,1,4,0,1,0,6
1614,Base_3610000C0421,31.11198044,121.39432526,22,3,3,2,14,0,12,20,13,33,2,6,0,28
1615,Base_3610000C0422,31.11070633,121.40488434,14,2,8,6,7,0,4,17,8,29,4,2,4,17
1616,Base_3610000C0423,31.10731697,121.39627838,12,1,6,6,13,1,5,42,11,32,5,1,5,24
1617,Base_3610000C0441,31.04255295,121.22119141,15,0,1,19,2,0,2,2,4,3,0,0,0,4
1618,Base_3610000C0442,30.91191673,121.32203674,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1619,Base_3610000C0443,31.2051487,121.48296356,47,2,23,65,37,0,1,112,27,129,8,29,14,82
1620,Base_3610000C0461,31.14879417,121.32486725,14,4,30,4,5,0,6,14,6,22,2,4,3,19
1621,Base_3610000C0462,31.14118385,121.32975769,11,2,59,1,13,0,27,15,5,60,3,3,0,18
1622,Base_3610000C0463,31.14097023,121.31604004,49,15,65,5,13,0,10,104,33,153,15,22,3,264
1623,Base_3610000C0471,31.12250328,121.38523865,15,2,4,3,9,0,1,22,5,15,3,1,0,16
1624,Base_3610000C0472,31.11876678,121.39113617,0,0,1,0,1,2,1,0,1,1,0,0,0,0
1625,Base_3610000C0473,31.11860466,121.3838501,18,2,74,1,5,1,4,28,16,11,1,1,10,25
1626,Base_3610000C0481,31.12473488,121.31716156,16,0,37,2,9,0,12,18,3,20,0,2,1,16
1627,Base_3610000C0482,31.11713982,121.32252502,8,0,4,3,3,0,6,11,4,11,0,3,0,14
1628,Base_3610000C0483,31.11485863,121.31329346,2,0,49,0,2,0,1,5,5,16,1,0,0,1
1629,Base_3610000C0491,31.02404976,121.28362274,7,2,7,2,2,0,0,17,0,14,0,4,0,58
1630,Base_3610000C0492,31.00715637,121.29528046,2,0,54,0,5,0,2,6,2,4,0,1,0,8
1631,Base_3610000C0493,31.00656319,121.28162384,2,1,8,2,4,1,1,13,3,22,0,6,2,17
1632,Base_3610000C04A1,31.0279541,121.28929138,10,4,10,4,7,0,3,15,3,50,2,3,2,84
1633,Base_3610000C04A2,31.02654457,121.2927475,9,4,31,2,2,0,3,15,0,41,2,3,0,75
1634,Base_3610000C04A3,31.02586937,121.28542328,5,1,3,1,9,0,0,1,3,6,0,0,2,11
1635,Base_3610000C04B1,31.08768272,120.97401428,1,0,1,0,1,0,0,0,0,0,1,1,0,0
1636,Base_3610000C04B2,31.08386993,120.98417664,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1637,Base_3610000C04B3,31.0783062,120.97235107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,Base_3610000C04C1,31.00796127,121.40296936,13,7,5,36,9,3,2,30,22,76,10,4,3,81
1639,Base_3610000C04C2,31.13131332,121.38260651,15,0,2,3,16,0,1,22,9,34,1,1,2,10
1640,Base_3610000C04C3,31.14908791,121.29802704,16,1,8,4,4,1,6,33,4,39,3,4,0,21
1641,Base_3610000C04D1,31.12236214,121.42360687,7,0,0,0,1,1,0,0,1,0,0,0,0,0
1642,Base_3610000C04D2,31.11654282,121.42575836,4,2,1,3,13,0,10,20,2,7,2,1,0,4
1643,Base_3610000C04D3,31.11625862,121.42238617,13,3,25,11,9,0,27,42,3,49,0,2,0,37
1644,Base_3610000C04F1,31.17881393,121.27875519,3,0,8,0,8,0,0,0,0,1,0,4,0,0
1645,Base_3610000C04F3,30.88684273,121.33925629,8,0,33,0,0,0,0,2,0,2,0,0,0,2
1646,Base_3610000C0501,31.02513313,121.25688934,10,0,76,1,7,0,93,4,1,14,0,2,2,14
1647,Base_3610000C0503,30.84817314,121.35001373,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1648,Base_3610000C0511,31.0249939,121.21521759,10,0,3,10,2,0,5,7,5,10,0,1,2,4
1649,Base_3610000C0541,31.13445473,120.9205246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,Base_3610000C0542,31.11704445,120.91849518,5,0,6,4,6,0,6,34,2,103,0,6,6,43
1651,Base_3610000C0543,31.12082291,120.90900421,2,0,9,0,0,1,1,0,0,21,0,0,0,2
1652,Base_3610000C0561,31.14073753,121.44680786,16,1,40,5,17,0,3,38,6,29,1,1,2,50
1653,Base_3610000C0562,31.12932205,121.45180511,20,0,3,1,5,1,1,7,3,10,1,0,4,16
1654,Base_3610000C0563,31.13627052,121.447052,11,1,37,4,17,1,6,25,16,32,4,4,3,27
1655,Base_3610000C0581,31.01416779,121.03860474,9,5,8,4,2,1,12,41,3,85,0,4,0,59
1656,Base_3610000C0582,31.01185226,121.05084991,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1657,Base_3610000C0583,31.01096916,121.03820038,15,6,19,11,6,15,14,72,5,157,1,8,7,93
1658,Base_3610000C05B1,31.04854202,121.39715576,0,0,71,0,4,0,4,8,2,5,0,0,0,1
1659,Base_3610000C05B2,31.03520584,121.40556335,1,0,4,0,2,0,0,3,0,2,0,0,0,0
1660,Base_3610000C05B3,31.03769684,121.39170837,3,0,2,1,3,0,7,0,0,1,0,0,0,5
1661,Base_3610000C05D1,31.01047707,121.36063385,2,0,5,0,2,0,1,2,0,1,0,0,0,0
1662,Base_3610000C05D2,31.00035858,121.36687469,5,0,4,2,13,0,5,13,3,21,0,4,0,25
1663,Base_3610000C05D3,31.0009861,121.32792664,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1664,Base_3610000C05E1,31.01973343,121.40776062,7,5,2,1,7,0,0,21,10,14,2,1,2,16
1665,Base_3610000C05E2,31.01483154,121.41171265,10,4,17,16,9,0,5,98,11,126,3,1,4,92
1666,Base_3610000C05E3,31.17584229,121.31472778,2,0,2,0,1,0,13,0,0,1,1,0,2,0
1667,Base_3610000C05F1,31.03966522,121.45172119,6,5,2,1,3,1,9,16,13,15,1,6,4,44
1668,Base_3610000C05F2,31.0327282,121.45602417,11,0,1,0,1,0,0,1,13,1,1,1,0,2
1669,Base_3610000C05F3,31.0318203,121.44788361,8,0,0,0,0,1,0,0,60,1,0,0,0,1
1670,Base_3610000C0601,31.03683662,121.41590118,7,2,24,5,8,1,1,19,4,24,2,5,0,14
1671,Base_3610000C0602,31.0302639,121.42240143,7,0,10,0,2,0,3,3,3,0,2,0,0,1
1672,Base_3610000C0603,31.02790451,121.41236115,12,7,24,1,3,1,10,34,13,121,5,3,2,99
1673,Base_3610000C0611,31.04747772,121.43341064,2,2,8,0,1,0,1,3,0,3,2,0,1,0
1674,Base_3610000C0612,31.0368576,121.44200897,8,0,2,2,0,1,4,8,14,9,4,0,0,8
1675,Base_3610000C0613,31.03259468,121.42604065,7,0,10,0,2,0,3,5,7,1,2,1,0,1
1676,Base_3610000C0631,31.02163506,121.37268829,2,0,2,0,5,0,4,3,0,2,2,0,0,1
1677,Base_3610000C0632,31.01604462,121.3878479,4,2,9,2,5,1,11,15,2,19,0,1,0,18
1678,Base_3610000C0633,31.01499939,121.36540222,3,0,9,0,2,0,1,12,0,4,0,0,0,1
1679,Base_3610000C0641,31.02565193,121.34842682,0,0,9,0,0,0,0,1,0,0,0,0,0,0
1680,Base_3610000C0642,31.0245018,121.3544693,2,0,2,0,2,0,0,1,0,1,0,0,0,8
1681,Base_3610000C0643,31.0202179,121.34767151,3,0,28,0,2,0,1,5,0,0,1,0,0,0
1682,Base_3610000C0651,31.12620354,121.44384766,18,2,9,7,9,4,2,27,4,32,3,1,2,45
1683,Base_3610000C0652,31.12531471,121.44791412,6,1,0,0,3,2,2,0,0,0,1,0,0,0
1684,Base_3610000C0653,31.12286568,121.43236542,6,0,4,0,4,0,0,6,5,6,0,0,0,1
1685,Base_3610000C0661,31.06427193,121.43925476,2,1,5,0,0,1,0,2,1,2,1,0,0,0
1686,Base_3610000C0662,31.05615044,121.44380188,5,0,4,0,3,0,1,2,0,1,0,0,0,1
1687,Base_3610000C0663,31.05375481,121.43264008,6,0,5,0,1,0,0,9,1,7,0,0,0,8
1688,Base_3610000C0671,31.01356125,121.39141846,5,1,15,5,14,0,11,34,7,51,1,6,0,48
1689,Base_3610000C0672,31.00938034,121.39743042,10,10,9,8,15,1,7,62,19,116,12,3,3,57
1690,Base_3610000C0673,31.00779915,121.39042664,7,0,5,2,3,1,3,10,2,15,0,0,1,6
1691,Base_3610000C0681,31.10181236,121.36301422,2,0,16,0,10,1,4,4,4,63,4,2,0,1
1692,Base_3610000C0682,31.09545708,121.37012482,14,4,3,4,10,0,3,31,5,44,1,17,2,27
1693,Base_3610000C0683,31.08965111,121.35439301,1,1,4,0,4,0,2,3,1,4,1,0,0,0
1694,Base_3610000C0691,31.11755753,121.43382263,15,2,18,2,0,0,7,1,2,5,1,3,0,0
1695,Base_3610000C0692,31.10683632,121.43935394,3,4,38,1,3,0,1,3,3,7,0,0,0,6
1696,Base_3610000C0693,31.10573578,121.42692566,8,0,8,2,3,0,2,8,1,12,0,1,0,5
1697,Base_3610000C06A1,31.06921768,121.39493561,21,2,2,9,9,1,6,47,3,66,1,4,6,37
1698,Base_3610000C06A2,31.06253433,121.39151001,8,0,15,3,7,1,1,13,7,21,2,0,0,9
1699,Base_3610000C06A3,31.06587219,121.38461304,14,0,5,6,10,1,12,31,12,35,4,11,0,24
1700,Base_3610000C06B1,31.13586807,121.39567566,43,21,33,32,15,1,15,177,91,360,31,7,11,289
1701,Base_3610000C06B2,31.13366318,121.39807892,44,18,28,30,11,1,22,147,68,332,32,5,11,230
1702,Base_3610000C06B3,31.13320923,121.39713287,42,18,26,26,12,1,25,135,74,332,30,5,10,215
1703,Base_3610000C06E1,31.12103271,121.402771,7,0,8,5,14,1,0,21,1,22,0,0,1,21
1704,Base_3610000C06E2,31.12059021,121.41144562,5,0,29,1,5,0,7,2,1,11,1,0,1,1
1705,Base_3610000C06E3,31.11722946,121.39690399,8,1,2,3,8,4,8,17,1,22,5,4,0,15
1706,Base_3610000C0711,31.16159248,121.25730133,6,1,27,0,1,0,8,6,1,13,3,1,0,12
1707,Base_3610000C0712,31.15113449,121.26147461,3,0,2,0,1,0,0,1,0,0,2,0,0,0
1708,Base_3610000C0713,31.14989281,121.24919128,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1709,Base_3610000C0721,31.15508652,121.20828247,1,2,2,0,2,1,1,2,1,1,0,0,0,1
1710,Base_3610000C0722,31.1518631,121.222229,13,4,13,3,3,0,29,17,17,93,10,1,2,14
1711,Base_3610000C0723,31.14787865,121.20057678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,Base_3610000C0731,30.98228455,121.19760895,1,0,15,1,1,0,1,0,0,7,0,0,0,1
1713,Base_3610000C0732,30.98154449,121.20796967,3,0,4,0,0,0,0,1,0,5,0,0,0,4
1714,Base_3610000C0733,30.97717667,121.18945312,1,0,47,1,1,0,0,1,0,0,0,0,1,0
1715,Base_3610000C0741,31.11858559,121.25839996,32,13,15,7,6,0,17,89,31,76,19,10,3,131
1716,Base_3610000C0742,31.10991478,121.26712799,5,0,14,4,7,0,9,18,2,48,1,2,0,21
1717,Base_3610000C0743,31.11017418,121.25527954,3,0,6,5,1,0,5,26,4,35,4,5,0,63
1718,Base_3610000C0751,31.13465881,121.30038452,10,0,49,1,10,0,15,9,1,12,0,5,0,5
1719,Base_3610000C0752,31.12468529,121.3065033,5,1,82,4,9,0,5,12,5,27,0,4,0,53
1720,Base_3610000C0753,31.11999702,121.29866028,1,0,24,0,4,0,1,2,0,4,0,0,0,0
1721,Base_3610000C0761,31.08447647,121.26371002,17,1,13,13,18,1,3,49,7,101,1,1,11,73
1722,Base_3610000C0762,31.07893562,121.26104736,2,1,19,0,4,0,6,4,2,12,3,0,0,0
1723,Base_3610000C0763,31.07034874,121.25330353,2,0,2,0,5,1,0,1,1,0,1,1,0,0
1724,Base_3610000C0771,31.06862259,121.30451202,2,0,4,2,3,0,8,6,1,22,0,9,0,9
1725,Base_3610000C0772,31.06470299,121.3057785,13,7,23,7,18,0,12,72,15,165,2,30,6,124
1726,Base_3610000C0773,31.06323624,121.29964447,0,3,18,0,2,0,5,3,2,2,0,2,0,15
1727,Base_3610000C0781,31.02962875,121.30300903,4,0,47,0,4,0,7,9,0,8,0,4,0,10
1728,Base_3610000C0782,31.01462936,121.31471252,15,4,7,7,29,1,1,25,4,37,0,4,2,67
1729,Base_3610000C0783,31.02204895,121.30204773,13,3,22,1,6,0,3,20,1,25,2,10,0,54
1730,Base_3610000C0791,31.00932693,121.23538971,17,3,24,12,11,4,1,56,22,59,5,2,4,21
1731,Base_3610000C0792,31.00459862,121.23812866,21,4,17,14,7,9,7,23,17,44,7,8,0,43
1732,Base_3610000C0793,31.0052681,121.23214722,26,9,23,8,14,0,9,104,15,256,12,3,0,123
1733,Base_3610000C07A1,31.01964951,121.22317505,22,0,10,5,5,2,1,40,2,29,2,1,2,30
1734,Base_3610000C07A2,31.01558685,121.22573853,41,2,20,11,16,1,9,29,19,43,4,10,22,31
1735,Base_3610000C07A3,31.01681328,121.21478271,13,1,9,8,7,2,18,30,6,81,2,2,3,23
1736,Base_3610000C07B1,31.04081535,121.18598938,6,0,0,0,3,0,0,1,1,1,0,1,0,0
1737,Base_3610000C07B2,31.02933311,121.19406891,8,1,2,1,3,0,11,4,2,15,0,3,2,6
1738,Base_3610000C07B3,31.02917099,121.18132019,4,1,12,16,7,0,10,35,10,41,9,2,0,47
1739,Base_3610000C07C1,31.05755615,121.19916534,3,0,1,0,0,0,0,0,11,3,1,0,0,0
1740,Base_3610000C07C2,31.05166626,121.20639038,15,2,4,2,4,0,1,20,14,24,11,1,0,58
1741,Base_3610000C07C3,31.05165863,121.19532013,25,12,9,2,11,1,0,74,46,80,11,6,0,172
1742,Base_3610000C0801,31.08213425,121.22573853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,Base_3610000C0802,31.06563568,121.23162079,3,0,3,3,0,0,18,11,0,18,0,1,0,2
1744,Base_3610000C0803,31.06232071,121.21592712,8,6,2,2,2,0,6,15,8,93,4,0,0,89
1745,Base_3610000C0841,31.02365494,121.23239899,4,0,7,8,6,0,0,31,4,56,0,2,0,14
1746,Base_3610000C0842,31.0179615,121.23573303,19,6,22,17,19,0,15,71,16,96,1,6,9,70
1747,Base_3610000C0843,31.01827431,121.22633362,31,2,22,5,11,2,6,32,8,38,7,0,3,35
1748,Base_3610000C0851,31.0098362,121.22445679,38,5,25,17,22,12,4,67,24,239,1,21,21,84
1749,Base_3610000C0852,31.00795746,121.22795868,39,22,18,20,15,4,7,154,25,430,20,29,13,202
1750,Base_3610000C0853,31.00625229,121.22011566,23,3,36,21,10,6,2,59,6,227,1,11,0,82
1751,Base_3610000C0861,31.00440788,121.42050171,15,4,11,4,17,3,11,50,15,75,5,17,3,37
1752,Base_3610000C0862,31.00128937,121.42186737,16,0,15,4,15,1,8,35,9,28,5,10,3,16
1753,Base_3610000C0863,31.00323486,121.41641998,11,4,11,8,11,1,6,50,11,64,1,8,0,45
1754,Base_3610000C0871,31.01374054,121.19802856,12,4,19,5,7,1,5,33,5,42,4,3,2,50
1755,Base_3610000C0872,31.00257111,121.20497894,4,1,28,2,8,0,5,12,7,39,1,1,1,12
1756,Base_3610000C0873,30.9991436,121.1907196,0,2,1,0,0,0,0,0,0,1,1,0,0,0
1757,Base_3610000C0881,31.01888275,121.25627136,15,2,17,2,10,0,33,18,3,26,0,12,0,21
1758,Base_3610000C0882,31.01090813,121.26051331,2,0,8,2,3,2,5,9,4,80,0,0,0,4
1759,Base_3610000C0883,31.00708961,121.25209808,15,1,6,10,5,0,24,38,3,52,0,16,4,24
1760,Base_3610000C0891,31.04303932,121.25297546,2,1,26,0,1,0,3,0,4,4,0,0,0,1
1761,Base_3610000C0892,31.03207588,121.24668884,0,0,26,1,7,0,5,2,1,3,3,0,0,2
1762,Base_3610000C0893,31.04244423,121.23445129,4,0,5,1,5,0,2,5,6,11,0,0,0,5
1763,Base_3610000C08A1,31.02808762,121.24422455,5,1,24,1,3,0,8,14,1,12,0,0,0,10
1764,Base_3610000C08A2,31.01955986,121.2505188,17,2,15,2,12,0,5,24,3,33,2,7,5,43
1765,Base_3610000C08A3,31.01955032,121.2416153,27,2,48,2,10,0,14,25,16,35,3,6,1,17
1766,Base_3610000C08B1,30.95340919,121.05264282,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1767,Base_3610000C08B2,30.93877983,121.08036804,0,0,9,0,0,0,0,0,0,0,0,0,0,0
1768,Base_3610000C08B3,30.93374634,121.06044769,9,1,10,15,9,0,12,38,3,146,0,6,4,36
1769,Base_3610000C08D1,31.0998764,121.16191101,2,2,7,0,0,2,0,10,0,6,1,0,0,12
1770,Base_3610000C08D2,31.08087158,121.16584015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1771,Base_3610000C08D3,31.08155823,121.1293869,3,0,12,0,0,0,1,2,0,1,0,0,0,0
1772,Base_3610000C0901,31.19363594,121.28702545,11,1,3,1,2,0,1,6,1,21,0,0,2,11
1773,Base_3610000C0902,31.18629456,121.29512024,26,0,2,1,12,0,6,16,5,23,3,19,1,27
1774,Base_3610000C0903,31.18090439,121.28298187,4,0,6,0,7,0,3,2,3,2,2,3,1,3
1775,Base_3610000C0911,31.01649857,121.2508316,21,6,8,4,14,0,3,28,1,48,1,11,4,86
1776,Base_3610000C0912,31.01287651,121.2507782,23,13,6,8,11,0,18,48,9,68,2,13,1,96
1777,Base_3610000C0913,31.0135231,121.24478149,10,2,7,5,5,1,24,17,8,31,3,2,0,7
1778,Base_3610000C0931,31.01233864,121.14530945,0,0,7,0,0,1,2,2,0,5,0,0,0,0
1779,Base_3610000C0932,31.01264381,121.15122986,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1780,Base_3610000C0933,31.0062809,121.13368988,1,0,8,0,2,0,0,0,0,0,0,0,0,0
1781,Base_3610000C0941,31.00913429,121.23021698,45,22,32,22,10,3,7,171,28,430,21,18,12,218
1782,Base_3610000C0951,30.95517349,121.31650543,1,0,11,1,1,0,5,8,0,26,0,1,0,3
1783,Base_3610000C0952,30.95300293,121.32806396,5,1,14,1,0,0,0,4,3,6,0,0,0,2
1784,Base_3610000C0953,30.94778442,121.31664276,15,2,10,5,5,0,21,28,1,51,2,5,6,64
1785,Base_3610000C0961,31.14652252,121.32680511,16,6,74,3,5,1,25,14,3,44,3,4,3,16
1786,Base_3610000C0962,31.13713074,121.32410431,12,6,5,6,4,1,1,15,4,19,4,3,2,46
1787,Base_3610000C0963,31.1391983,121.31494904,52,15,43,9,9,0,9,103,29,124,15,21,1,177
1788,Base_3610000C0971,31.10239792,121.34809113,12,4,5,9,4,0,6,32,12,40,3,7,10,49
1789,Base_3610000C0972,31.10213089,121.3549881,9,4,6,4,4,1,7,27,10,14,3,4,2,10
1790,Base_3610000C0973,31.09580421,121.3469162,3,5,4,1,9,0,0,8,8,8,4,2,0,7
1791,Base_3610000C0981,31.0987587,121.33145905,0,1,3,2,3,0,11,6,3,10,10,0,0,1
1792,Base_3610000C0982,31.09474564,121.33003235,1,2,5,4,3,0,4,17,0,18,0,2,0,20
1793,Base_3610000C0983,31.08933258,121.32067108,1,3,12,0,1,0,0,1,1,10,0,0,3,10
1794,Base_3610000C0991,31.13833046,121.32751465,7,8,13,3,9,0,10,17,3,40,4,1,0,32
1795,Base_3610000C0992,31.13141441,121.32901764,21,1,3,10,13,0,2,74,6,68,1,3,5,29
1796,Base_3610000C0993,31.13101768,121.32144928,11,4,3,10,9,0,1,43,8,152,2,5,7,46
1797,Base_3610000C09A1,31.07916832,121.32739258,0,0,3,0,2,0,0,7,2,2,4,1,0,0
1798,Base_3610000C09A2,31.0731163,121.33844757,5,0,1,0,5,0,0,3,1,1,0,0,0,0
1799,Base_3610000C09A3,31.06814194,121.3141861,4,0,4,6,7,0,1,26,5,52,0,5,2,47
1800,Base_3610000C09C1,31.12017822,121.24289703,3,1,4,0,3,0,1,4,3,4,0,1,0,2
1801,Base_3610000C09C2,31.11526871,121.23783875,4,2,2,4,4,0,5,14,9,4,2,0,1,7
1802,Base_3610000C09C3,31.1169281,121.23212433,3,0,0,5,4,0,2,8,3,11,0,0,0,13
1803,Base_3610000C09D1,31.13605309,121.2695694,2,0,6,2,1,0,2,4,0,5,0,3,0,21
1804,Base_3610000C09D2,31.12408638,121.27825165,2,0,7,0,3,1,0,1,0,0,0,0,0,0
1805,Base_3610000C09D3,31.12133026,121.26502991,9,3,0,1,2,1,0,2,3,1,0,3,0,4
1806,Base_3610000C09E1,31.13774109,121.40244293,16,6,26,2,18,1,22,17,11,45,1,1,1,25
1807,Base_3610000C09E2,31.13570976,121.41271973,11,1,7,8,7,4,2,16,6,21,2,1,0,17
1808,Base_3610000C09E3,31.13107491,121.40587616,11,2,4,7,13,1,0,45,9,50,1,1,1,20
1809,Base_3610000C0A01,31.11531067,121.35364532,5,0,0,0,1,0,0,0,1,1,0,0,0,1
1810,Base_3610000C0A02,31.1101284,121.36051941,20,6,35,8,17,0,15,30,12,63,10,20,3,64
1811,Base_3610000C0A03,31.10915947,121.35259247,9,0,8,0,2,0,1,7,0,4,0,0,0,4
1812,Base_3610000C0A11,31.03541756,121.22859955,27,6,22,17,7,0,16,46,73,65,9,14,6,43
1813,Base_3610000C0A41,31.11301422,121.38095856,30,7,19,12,14,3,1,63,16,44,4,10,10,48
1814,Base_3610000C0A42,31.1437149,121.44544983,21,0,25,0,15,0,2,11,4,10,0,1,0,3
